,table_id,ip_bytes,ip_packet,ip_duration,in_port,port_bytes,port_packet,port_flow_count,table_active_count,table_lookup_count,table_matched_count,port_rx_packets,port_tx_packets,port_rx_bytes,port_tx_bytes,port_rx_dropped,port_tx_dropped,port_rx_errors,port_tx_errors,port_rx_frame_err,port_rx_over_err,port_rx_crc_err,port_collisions,port_duration_sec,type
92698,0.0,678.0,4.0,0.0,1.0,2042.0,15.0,11.0,13.0,119077.0,118005.0,121161.0,3708.0,24701292.0,298179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4250.0,5
92699,0.0,299.0,3.0,1.0,1.0,2356.0,20.0,9.0,11.0,1656435.0,1655363.0,1687358.0,62577.0,426799493.0,4944495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71652.0,5
92700,0.0,126.0,2.0,2.0,1.0,1527.0,19.0,11.0,13.0,819195.0,818123.0,870578.0,29793.0,292118867.0,2359360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34320.0,5
92701,0.0,105.0,1.0,2.0,1.0,1680.0,16.0,20.0,22.0,628583.0,627511.0,617415.0,25148.0,113658377.0,1989291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28719.0,5
92702,0.0,682.0,4.0,0.0,1.0,2212.0,16.0,14.0,16.0,1617133.0,1616061.0,1649405.0,60968.0,420902723.0,4818418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69872.0,5
92703,0.0,66.0,1.0,0.0,1.0,1232.0,12.0,16.0,18.0,1078813.0,1077741.0,1125869.0,39337.0,338072967.0,3113906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45358.0,5
92704,0.0,126.0,2.0,1.0,1.0,1339.0,16.0,14.0,16.0,556062.0,554990.0,543910.0,23069.0,91414503.0,1823434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26178.0,5
92705,0.0,666.0,4.0,2.0,1.0,5108.0,42.0,23.0,25.0,1053537.0,1052465.0,1101490.0,38298.0,334423547.0,3031973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44173.0,5
92706,0.0,365.0,4.0,2.0,1.0,1230.0,14.0,14.0,16.0,1554637.0,1553565.0,1588955.0,58406.0,411727554.0,4616136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66953.0,5
92707,0.0,132.0,2.0,2.0,1.0,1244.0,14.0,19.0,21.0,612708.0,611636.0,601849.0,24658.0,111282042.0,1949986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28100.0,5
92708,0.0,682.0,4.0,1.0,1.0,3699.0,32.0,22.0,24.0,1417526.0,1416454.0,1453930.0,52733.0,386908228.0,4168937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60533.0,5
92709,0.0,299.0,3.0,0.0,1.0,1811.0,13.0,10.0,12.0,238577.0,237505.0,236650.0,8939.0,42729561.0,709194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10111.0,5
92710,0.0,126.0,2.0,3.0,1.0,1646.0,20.0,11.0,13.0,169715.0,168643.0,170311.0,5873.0,32710415.0,468250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6679.0,5
92711,0.0,171.0,2.0,2.0,1.0,4095.0,22.0,10.0,12.0,806137.0,805065.0,858019.0,29220.0,290300568.0,2314084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33659.0,5
92712,0.0,148.0,2.0,2.0,1.0,11924.0,32.0,22.0,23.0,730218.0,729146.0,774675.0,26800.0,257766060.0,2122198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30815.0,5
